chr	start	end	Gene	Genomic coordinates (hg19)	GC	meanMappability	Mim Number	MIM Phenotypes	MIM Inheritance
chr12	6978028	6978151	TPI1	chr12:6978028-6978151	0.532258065	0.697832	190450	"Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3)"	AR
chr12	6978422	6978554	TPI1	chr12:6978422-6978554	0.533834586	0.64899	190450	"Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3)"	AR
chr12	6978852	6978937	TPI1	chr12:6978852-6978937	0.558139535	0.692157	190450	"Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3)"	AR
chr12	6979429	6979547	TPI1	chr12:6979429-6979547	0.56302521	0.603107	190450	"Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3)"	AR
chr12	9072352	9072462	PHC1	chr12:9072352-9072462	0.594594595	0.5	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9073581	9073661	PHC1	chr12:9073581-9073661	0.62962963	0.7125	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9074197	9074346	PHC1	chr12:9074197-9074346	0.593333333	0.614094	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9075229	9075384	PHC1	chr12:9075229-9075384	0.570512821	0.712903	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9083031	9083523	PHC1	chr12:9083031-9083523	0.592292089	0.570122	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9085159	9085946	PHC1	chr12:9085159-9085946	0.595177665	0.542143	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9086461	9086608	PHC1	chr12:9086461-9086608	0.513513514	0.615646	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9086863	9087074	PHC1	chr12:9086863-9087074	0.504716981	0.656398	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9087720	9087834	PHC1	chr12:9087720-9087834	0.556521739	0.649123	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9089452	9089560	PHC1	chr12:9089452-9089560	0.52293578	0.638889	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9089772	9089922	PHC1	chr12:9089772-9089922	0.549668874	0.61	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9090425	9090656	PHC1	chr12:9090425-9090656	0.5	0.571429	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9091901	9092055	PHC1	chr12:9091901-9092055	0.464516129	0.5	602978	"?Microcephaly 11, primary, AR, 615414 (3)"	AR
chr12	9243797	9244025	A2M	chr12:9243797-9244025	0.554585153	0.739035	103950;103950	"Alpha-2-macroglobulin deficiency, 614036 (1)/ {Alzheimer disease, susceptibility to}, 104300 (3);Alpha-2-macroglobulin deficiency, 614036 (1)/ {Alzheimer disease, susceptibility to}, 104300 (3)"	AD;AD
chr12	21608066	21608226	PYROXD1	chr12:21608066-21608226	0.372670807	0.69375	617220	"Myopathy, myofibrillar, 8, 617258 (3)"	AR
chr12	21615674	21615796	PYROXD1	chr12:21615674-21615796	0.504065041	0.639344	617220	"Myopathy, myofibrillar, 8, 617258 (3)"	AR
chr12	21620415	21620552	PYROXD1	chr12:21620415-21620552	0.442028986	0.616788	617220	"Myopathy, myofibrillar, 8, 617258 (3)"	AR
chr12	21621440	21621688	PYROXD1	chr12:21621440-21621688	0.353413655	0.711694	617220	"Myopathy, myofibrillar, 8, 617258 (3)"	AR
chr12	31231328	31231471	DDX11	chr12:31231328-31231471	0.479166667	0.333333	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31236747	31236995	DDX11	chr12:31236747-31236995	0.534136546	0.629032	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31237517	31237603	DDX11	chr12:31237517-31237603	0.643678161	0.335271	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31237903	31238060	DDX11	chr12:31237903-31238060	0.594936709	0.633758	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31240872	31240917	DDX11	chr12:31240872-31240917	0.456521739	0.733333	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31241978	31242085	DDX11	chr12:31241978-31242085	0.555555556	0.588785	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31242820	31243028	DDX11	chr12:31242820-31243028	0.626794258	0.383013	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31244653	31244805	DDX11	chr12:31244653-31244805	0.660130719	0.660088	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31246179	31246258	DDX11	chr12:31246179-31246258	0.5	0.481013	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31247524	31247568	DDX11	chr12:31247524-31247568	0.422222222	0.333333	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31247689	31247756	DDX11	chr12:31247689-31247756	0.5	0.415423	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31249275	31249313	DDX11	chr12:31249275-31249313	0.487179487	0.333333	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31249571	31249679	DDX11	chr12:31249571-31249679	0.568807339	0.493827	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31249793	31249924	DDX11	chr12:31249793-31249924	0.628787879	0.679389	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31250819	31250931	DDX11	chr12:31250819-31250931	0.584070796	0.595238	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31253569	31253641	DDX11	chr12:31253569-31253641	0.643835616	0.456019	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31254767	31254916	DDX11	chr12:31254767-31254916	0.62	0.573826	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31255361	31255461	DDX11	chr12:31255361-31255461	0.594059406	0.6	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31255870	31255954	DDX11	chr12:31255870-31255954	0.564705882	0.361111	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31256256	31256329	DDX11	chr12:31256256-31256329	0.648648649	0.372146	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	31256511	31256665	DDX11	chr12:31256511-31256665	0.638709677	0.731602	601150	"Warsaw breakage syndrome, 613398 (3)"	AR
chr12	32996116	32996247	PKP2	chr12:32996116-32996247	0.583333333	0.459924	602861	"Arrhythmogenic right ventricular dysplasia 9, 609040 (3)"	AD
chr12	33031854	33031966	PKP2	chr12:33031854-33031966	0.433628319	0.696429	602861	"Arrhythmogenic right ventricular dysplasia 9, 609040 (3)"	AD
chr12	34178798	34179850	ALG10	chr12:34178798-34179850	0.351377018	0.71673	603313	"{Long QT syndrome, acquired, reduced susceptibility to}, 613688 (3)"	AD
chr12	49578793	49579773	TUBA1A	chr12:49578793-49579773	0.525993884	0.550765	602529	"Lissencephaly 3, 611603 (3)"	AD
chr12	49580093	49580241	TUBA1A	chr12:49580093-49580241	0.523489933	0.680743	602529	"Lissencephaly 3, 611603 (3)"	AD
chr12	49580394	49580616	TUBA1A	chr12:49580394-49580616	0.573991031	0.561186	602529	"Lissencephaly 3, 611603 (3)"	AD
chr12	52680886	52681106	KRT81	chr12:52680886-52681106	0.660633484	0.423485	602153	"Monilethrix, 158000 (3)"	AD
chr12	52681380	52681505	KRT81	chr12:52681380-52681505	0.603174603	0.662667	602153	"Monilethrix, 158000 (3)"	AD
chr12	52682145	52682240	KRT81	chr12:52682145-52682240	0.614583333	0.578947	602153	"Monilethrix, 158000 (3)"	AD
chr12	52682999	52683059	KRT81	chr12:52682999-52683059	0.491803279	0.5	602153	"Monilethrix, 158000 (3)"	AD
chr12	52683862	52684070	KRT81	chr12:52683862-52684070	0.607655502	0.453125	602153	"Monilethrix, 158000 (3)"	AD
chr12	52684881	52685249	KRT81	chr12:52684881-52685249	0.682926829	0.530571	602153	"Monilethrix, 158000 (3)"	AD
chr12	52695701	52696069	KRT86	chr12:52695701-52696069	0.677506775	0.430933	601928	"Monilethrix, 158000 (3)"	AD
chr12	52696884	52697092	KRT86	chr12:52696884-52697092	0.607655502	0.452324	601928	"Monilethrix, 158000 (3)"	AD
chr12	52697895	52697955	KRT86	chr12:52697895-52697955	0.491803279	0.5	601928	"Monilethrix, 158000 (3)"	AD
chr12	52699024	52699188	KRT86	chr12:52699024-52699188	0.581818182	0.686992	601928	"Monilethrix, 158000 (3)"	AD
chr12	52699447	52699572	KRT86	chr12:52699447-52699572	0.611111111	0.561333	601928	"Monilethrix, 158000 (3)"	AD
chr12	52699844	52700064	KRT86	chr12:52699844-52700064	0.642533937	0.581818	601928	"Monilethrix, 158000 (3)"	AD
chr12	52709677	52709897	KRT83	chr12:52709677-52709897	0.63800905	0.724242	602765	"Erythrokeratodermia variabilis et progressiva 5, 617756 (3)/ Monilethrix, 158000 (3)"	AR/AD
chr12	52710252	52710377	KRT83	chr12:52710252-52710377	0.603174603	0.68	602765	"Erythrokeratodermia variabilis et progressiva 5, 617756 (3)/ Monilethrix, 158000 (3)"	AR/AD
chr12	52756035	52756255	KRT85	chr12:52756035-52756255	0.656108597	0.74697	602767	"Ectodermal dysplasia 4, hair/nail type, 602032 (3)"	AR
chr12	52840974	52841209	KRT6B	chr12:52840974-52841209	0.61440678	0.671631	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52841323	52841357	KRT6B	chr12:52841323-52841357	0.514285714	0.387255	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52841562	52841782	KRT6B	chr12:52841562-52841782	0.615384615	0.635985	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52842626	52842751	KRT6B	chr12:52842626-52842751	0.555555556	0.536	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52843253	52843417	KRT6B	chr12:52843253-52843417	0.557575758	0.53252	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52843542	52843637	KRT6B	chr12:52843542-52843637	0.46875	0.62807	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52843796	52843856	KRT6B	chr12:52843796-52843856	0.409836066	0.377778	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52844190	52844404	KRT6B	chr12:52844190-52844404	0.576744186	0.602804	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52845323	52845862	KRT6B	chr12:52845323-52845862	0.637037037	0.433828	148042	"Pachyonychia congenita 4, 615728 (3)"	
chr12	52862846	52863081	KRT6C	chr12:52862846-52863081	0.588983051	0.61844	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52863195	52863229	KRT6C	chr12:52863195-52863229	0.542857143	0.401961	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52863454	52863674	KRT6C	chr12:52863454-52863674	0.610859729	0.673106	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52864289	52864414	KRT6C	chr12:52864289-52864414	0.555555556	0.444	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52864916	52865080	KRT6C	chr12:52864916-52865080	0.575757576	0.587398	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52865205	52865300	KRT6C	chr12:52865205-52865300	0.479166667	0.564912	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52865456	52865516	KRT6C	chr12:52865456-52865516	0.409836066	0.511111	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52865850	52866064	KRT6C	chr12:52865850-52866064	0.590697674	0.583333	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52866982	52867521	KRT6C	chr12:52866982-52867521	0.637037037	0.395176	612315	"Palmoplantar keratoderma, nonepidermolytic, focal or diffuse, 615735 (3)"	AD
chr12	52881504	52881739	KRT6A	chr12:52881504-52881739	0.597457627	0.680142	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52881853	52881887	KRT6A	chr12:52881853-52881887	0.514285714	0.357843	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52882112	52882332	KRT6A	chr12:52882112-52882332	0.624434389	0.642045	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52883727	52883852	KRT6A	chr12:52883727-52883852	0.563492063	0.396	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52884353	52884517	KRT6A	chr12:52884353-52884517	0.563636364	0.613821	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52884642	52884737	KRT6A	chr12:52884642-52884737	0.489583333	0.585965	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52884896	52884956	KRT6A	chr12:52884896-52884956	0.409836066	0.377778	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52885306	52885520	KRT6A	chr12:52885306-52885520	0.581395349	0.743769	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52886433	52886972	KRT6A	chr12:52886433-52886972	0.633333333	0.496289	148041	"Pachyonychia congenita 3, 615726 (3)"	
chr12	52912730	52912944	KRT5	chr12:52912730-52912944	0.581395349	0.652648	148040	"Dowling-Degos disease 1, 179850 (3)/ Epidermolysis bullosa simplex, Dowling-Meara type, 131760 (3)/ Epidermolysis bullosa simplex, Koebner type, 131900 (3)/ Epidermolysis bullosa simplex, Weber-Cockayne type, 131800 (3)/ Epidermolysis bullosa simplex, recessive 1, 601001 (3)/ Epidermolysis bullosa simplex-MCR, 609352 (3)/ Epidermolysis bullosa simplex-MP, 131960 (3)"	AD/AD/AD/AD/AR//AD
chr12	53291212	53291402	KRT8	chr12:53291212-53291402	0.638743455	0.718421	148060	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53292245	53292303	KRT8	chr12:53292245-53292303	0.525423729	0.727011	148060	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53292463	53292683	KRT8	chr12:53292463-53292683	0.647058824	0.476136	148060	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53293559	53293849	KRT8	chr12:53293559-53293849	0.58419244	0.622989	148060	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53294372	53294467	KRT8	chr12:53294372-53294467	0.510416667	0.713158	148060	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53295648	53295856	KRT8	chr12:53295648-53295856	0.564593301	0.327724	148060	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53298442	53298811	KRT8	chr12:53298442-53298811	0.637837838	0.639566	148060	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53342958	53343374	KRT18	chr12:53342958-53343374	0.645083933	0.597957	148070	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53344112	53344194	KRT18	chr12:53344112-53344194	0.469879518	0.730691	148070	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53344534	53344690	KRT18	chr12:53344534-53344690	0.535031847	0.592949	148070	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53345265	53345429	KRT18	chr12:53345265-53345429	0.557575758	0.566057	148070	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53345903	53346126	KRT18	chr12:53345903-53346126	0.620535714	0.602765	148070	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	53346506	53346626	KRT18	chr12:53346506-53346626	0.504132231	0.294444	148070	"Cirrhosis, cryptogenic, 215600 (3)/ {Cirrhosis, noncryptogenic, susceptibility to}, 215600 (3)"	AR
chr12	54675170	54675286	HNRNPA1	chr12:54675170-54675286	0.512820513	0.258621	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54675579	54675725	HNRNPA1	chr12:54675579-54675725	0.510204082	0.247717	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54675874	54676084	HNRNPA1	chr12:54675874-54676084	0.402843602	0.161905	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54676178	54676270	HNRNPA1	chr12:54676178-54676270	0.440860215	0.380435	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54676357	54676449	HNRNPA1	chr12:54676357-54676449	0.537634409	0.452899	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54676584	54676658	HNRNPA1	chr12:54676584-54676658	0.533333333	0.513514	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54676863	54677018	HNRNPA1	chr12:54676863-54677018	0.58974359	0.703226	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54677596	54677751	HNRNPA1	chr12:54677596-54677751	0.455128205	0.468817	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	54678042	54678097	HNRNPA1	chr12:54678042-54678097	0.517857143	0.554545	164017	"Amyotrophic lateral sclerosis 20, 615426 (3)/ ?Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3, 615424 (3)"	AD
chr12	56436209	56436386	RPS26	chr12:56436209-56436386	0.528089888	0.19209	603701	"Diamond-Blackfan anemia 10, 613309 (3)"	AD
chr12	56437147	56437277	RPS26	chr12:56437147-56437277	0.511450382	0.253846	603701	"Diamond-Blackfan anemia 10, 613309 (3)"	AD
chr12	56437903	56437938	RPS26	chr12:56437903-56437938	0.638888889	0	603701	"Diamond-Blackfan anemia 10, 613309 (3)"	AD
chr12	58185748	58185810	TSFM	chr12:58185748-58185810	0.555555556	0.233871	604723	"Combined oxidative phosphorylation deficiency 3, 610505 (3)"	AR
chr12	63954292	63954442	DPY19L2	chr12:63954292-63954442	0.470198675	0.620556	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63963004	63963129	DPY19L2	chr12:63963004-63963129	0.333333333	0.449333	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63964538	63964637	DPY19L2	chr12:63964538-63964637	0.46	0.731481	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63974442	63974616	DPY19L2	chr12:63974442-63974616	0.377142857	0.727969	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63977592	63977616	DPY19L2	chr12:63977592-63977616	0.44	0.666667	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63987867	63987913	DPY19L2	chr12:63987867-63987913	0.276595745	0.748188	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63989746	63989817	DPY19L2	chr12:63989746-63989817	0.333333333	0.577465	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63991589	63991690	DPY19L2	chr12:63991589-63991690	0.37254902	0.653465	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	63994086	63994166	DPY19L2	chr12:63994086-63994166	0.395061728	0.289583	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64002396	64002455	DPY19L2	chr12:64002396-64002455	0.3	0.323446	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64011084	64011170	DPY19L2	chr12:64011084-64011170	0.287356322	0.463178	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64011931	64012008	DPY19L2	chr12:64011931-64012008	0.320512821	0.299784	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64015018	64015117	DPY19L2	chr12:64015018-64015117	0.41	0.284512	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64020249	64020306	DPY19L2	chr12:64020249-64020306	0.448275862	0.719298	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64038183	64038276	DPY19L2	chr12:64038183-64038276	0.372340426	0.350358	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64041025	64041145	DPY19L2	chr12:64041025-64041145	0.380165289	0.545833	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	64057538	64057625	DPY19L2	chr12:64057538-64057625	0.375	0.551724	613893	"Spermatogenic failure 9, 613958 (3)"	AR
chr12	80856197	80856439	PTPRQ	chr12:80856197-80856439	0.58436214	0.0833333	603317	"Deafness, AD 73, 617663 (3)/ Deafness, AR 84A, 613391 (3)"	AD/AR
chr12	80856197	80856439	PTPRQ	chr12:80856197-80856439	0.58436214	0.0833333	603317	"Deafness, AD 73, 617663 (3)/ Deafness, AR 84A, 613391 (3)"	AD/AR
chr12	80856197	80856439	PTPRQ	chr12:80856197-80856439	0.58436214	0.0833333	603317	"Deafness, AD 73, 617663 (3)/ Deafness, AR 84A, 613391 (3)"	AD/AR
chr12	80856508	80856558	PTPRQ	chr12:80856508-80856558	0.588235294	0.31	603317	"Deafness, AD 73, 617663 (3)/ Deafness, AR 84A, 613391 (3)"	AD/AR
chr12	80858971	80859015	PTPRQ	chr12:80858971-80859015	0.333333333	0	603317	"Deafness, AD 73, 617663 (3)/ Deafness, AR 84A, 613391 (3)"	AD/AR
chr12	80859253	80859315	PTPRQ	chr12:80859253-80859315	0.46031746	0.0255376	603317	"Deafness, AD 73, 617663 (3)/ Deafness, AR 84A, 613391 (3)"	AD/AR
chr12	112884080	112884202	PTPN11	chr12:112884080-112884202	0.447154472	0.669399	176876	"LEOPARD syndrome 1, 151100 (3)/ Leukemia, juvenile myelomonocytic, somatic, 607785 (3)/ Metachondromatosis, 156250 (3)/ Noonan syndrome 1, 163950 (3)"	AD//AD/AD
chr12	112893754	112893867	PTPN11	chr12:112893754-112893867	0.403508772	0.699853	176876	"LEOPARD syndrome 1, 151100 (3)/ Leukemia, juvenile myelomonocytic, somatic, 607785 (3)/ Metachondromatosis, 156250 (3)/ Noonan syndrome 1, 163950 (3)"	AD//AD/AD
chr12	112910748	112910844	PTPN11	chr12:112910748-112910844	0.381443299	0.592882	176876	"LEOPARD syndrome 1, 151100 (3)/ Leukemia, juvenile myelomonocytic, somatic, 607785 (3)/ Metachondromatosis, 156250 (3)/ Noonan syndrome 1, 163950 (3)"	AD//AD/AD
chr12	112919878	112920009	PTPN11	chr12:112919878-112920009	0.409090909	0.624046	176876	"LEOPARD syndrome 1, 151100 (3)/ Leukemia, juvenile myelomonocytic, somatic, 607785 (3)/ Metachondromatosis, 156250 (3)/ Noonan syndrome 1, 163950 (3)"	AD//AD/AD
chr12	112926247	112926314	PTPN11	chr12:112926247-112926314	0.426470588	0.689055	176876	"LEOPARD syndrome 1, 151100 (3)/ Leukemia, juvenile myelomonocytic, somatic, 607785 (3)/ Metachondromatosis, 156250 (3)/ Noonan syndrome 1, 163950 (3)"	AD//AD/AD
chr12	120876182	120876324	COX6A1	chr12:120876182-120876324	0.601398601	0.676056	602072	"Charcot-Marie-Tooth disease, recessive intermediate D, 616039 (3)"	AR
chr12	120878257	120878340	COX6A1	chr12:120878257-120878340	0.452380952	0.5	602072	"Charcot-Marie-Tooth disease, recessive intermediate D, 616039 (3)"	AR
chr13	27827914	27827980	RPL21	chr13:27827914-27827980	0.432835821	0.5	603636	"Hypotrichosis 12, 615885 (3)"	AD
chr13	27828357	27828418	RPL21	chr13:27828357-27828418	0.370967742	0.540984	603636	"Hypotrichosis 12, 615885 (3)"	AD
chr13	27829379	27829491	RPL21	chr13:27829379-27829491	0.415929204	0.294643	603636	"Hypotrichosis 12, 615885 (3)"	AD
chr13	27830321	27830471	RPL21	chr13:27830321-27830471	0.430463576	0.226667	603636	"Hypotrichosis 12, 615885 (3)"	AD
chr13	27830573	27830662	RPL21	chr13:27830573-27830662	0.5	0.0524345	603636	"Hypotrichosis 12, 615885 (3)"	AD
chr13	41382574	41382732	SLC25A15	chr13:41382574-41382732	0.41509434	0.705169	603861	"Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome, 238970 (3)"	AR
chr13	48570978	48571158	SUCLA2	chr13:48570978-48571158	0.408839779	0.731481	603921	"Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria), 612073 (3)"	AR
chr13	111109121	111109782	COL4A2	chr13:111109121-111109782	0.705438066	0.497731	120090	"{Hemorrhage, intracerebral, susceptibility to}, 614519 (3)/ Porencephaly 2, 614483 (3)"	/AD
chr14	23853651	23853926	MYH6	chr14:23853651-23853926	0.630434783	0.749091	160710	"Atrial septal defect 3, 614089 (3)/ Cardiomyopathy, dilated, 1EE, 613252 (3)/ Cardiomyopathy, hypertrophic, 14, 613251 (3)/ {Sick sinus syndrome 3}, 614090 (3)"	//AD/
chr14	23859266	23859655	MYH6	chr14:23859266-23859655	0.648717949	0.529135	160710	"Atrial septal defect 3, 614089 (3)/ Cardiomyopathy, dilated, 1EE, 613252 (3)/ Cardiomyopathy, hypertrophic, 14, 613251 (3)/ {Sick sinus syndrome 3}, 614090 (3)"	//AD/
chr14	23869465	23869635	MYH6	chr14:23869465-23869635	0.50877193	0.566667	160710	"Atrial septal defect 3, 614089 (3)/ Cardiomyopathy, dilated, 1EE, 613252 (3)/ Cardiomyopathy, hypertrophic, 14, 613251 (3)/ {Sick sinus syndrome 3}, 614090 (3)"	//AD/
chr14	23884204	23884479	MYH7	chr14:23884204-23884479	0.619565217	0.749091	160760	"Cardiomyopathy, dilated, 1S, 613426 (3)/ Cardiomyopathy, hypertrophic, 1, 192600 (3)/ Laing distal myopathy, 160500 (3)/ Left ventricular noncompaction 5, 613426 (3)/ Myopathy, myosin storage, AD, 608358 (3)/ Myopathy, myosin storage, AR, 255160 (3)/ Scapuloperoneal syndrome, myopathic type, 181430 (3)"	AD/AD/AD/AD/AD/AR/AD
chr14	23889054	23889443	MYH7	chr14:23889054-23889443	0.648717949	0.529135	160760	"Cardiomyopathy, dilated, 1S, 613426 (3)/ Cardiomyopathy, hypertrophic, 1, 192600 (3)/ Laing distal myopathy, 160500 (3)/ Left ventricular noncompaction 5, 613426 (3)/ Myopathy, myosin storage, AD, 608358 (3)/ Myopathy, myosin storage, AR, 255160 (3)/ Scapuloperoneal syndrome, myopathic type, 181430 (3)"	AD/AD/AD/AD/AD/AR/AD
